"tab_code","表章項目","cat01_code","産業小分類","area_code","地域区分","time_code","時間軸","unit","value"
"723-2021","従業者数_合計","I2","小売業計","22131","浜松市中区","2021000000","2021年","人","13071"
"723-2021","従業者数_合計","I2","小売業計","22132","浜松市東区","2021000000","2021年","人","10049"
"723-2021","従業者数_合計","I2","小売業計","22133","浜松市西区","2021000000","2021年","人","5962"
"723-2021","従業者数_合計","I2","小売業計","22134","浜松市南区","2021000000","2021年","人","3925"
"723-2021","従業者数_合計","I2","小売業計","22135","浜松市北区","2021000000","2021年","人","4228"
"723-2021","従業者数_合計","I2","小売業計","22136","浜松市浜北区","2021000000","2021年","人","4926"
"723-2021","従業者数_合計","I2","小売業計","22137","浜松市天竜区","2021000000","2021年","人","769"
"723-2021","従業者数_合計","I2","小売業計","2219A","静岡県市部計","2021000000","2021年","人","100639"
"723-2021","従業者数_合計","I2","小売業計","22203","沼津市","2021000000","2021年","人","11156"
"723-2021","従業者数_合計","I2","小売業計","22205","熱海市","2021000000","2021年","人","1678"
"723-2021","従業者数_合計","I2","小売業計","22206","三島市","2021000000","2021年","人","4707"
"723-2021","従業者数_合計","I2","小売業計","22207","富士宮市","2021000000","2021年","人","6285"
"723-2021","従業者数_合計","I2","小売業計","22208","伊東市","2021000000","2021年","人","4140"
"723-2021","従業者数_合計","I2","小売業計","22209","島田市","2021000000","2021年","人","4911"
"723-2021","従業者数_合計","I2","小売業計","22210","富士市","2021000000","2021年","人","12456"
"723-2021","従業者数_合計","I2","小売業計","22211","磐田市","2021000000","2021年","人","8351"
"723-2021","従業者数_合計","I2","小売業計","22212","焼津市","2021000000","2021年","人","6828"
"723-2021","従業者数_合計","I2","小売業計","22213","掛川市","2021000000","2021年","人","5918"
"723-2021","従業者数_合計","I2","小売業計","22214","藤枝市","2021000000","2021年","人","7338"
"723-2021","従業者数_合計","I2","小売業計","22215","御殿場市","2021000000","2021年","人","6200"
"723-2021","従業者数_合計","I2","小売業計","22216","袋井市","2021000000","2021年","人","4363"
"723-2021","従業者数_合計","I2","小売業計","22219","下田市","2021000000","2021年","人","1525"
"723-2021","従業者数_合計","I2","小売業計","22220","裾野市","2021000000","2021年","人","1922"
"723-2021","従業者数_合計","I2","小売業計","22221","湖西市","2021000000","2021年","人","2570"
"723-2021","従業者数_合計","I2","小売業計","22222","伊豆市","2021000000","2021年","人","1613"
"723-2021","従業者数_合計","I2","小売業計","22223","御前崎市","2021000000","2021年","人","1557"
"723-2021","従業者数_合計","I2","小売業計","22224","菊川市","2021000000","2021年","人","2220"
"723-2021","従業者数_合計","I2","小売業計","22225","伊豆の国市","2021000000","2021年","人","2251"
"723-2021","従業者数_合計","I2","小売業計","22226","牧之原市","2021000000","2021年","人","2650"
"723-2021","従業者数_合計","I2","小売業計","2229A","静岡県郡部計","2021000000","2021年","人","11804"
"723-2021","従業者数_合計","I2","小売業計","23000","愛知県","2021000000","2021年","人","376088"
"723-2021","従業者数_合計","I2","小売業計","23100","名古屋市","2021000000","2021年","人","132894"
"723-2021","従業者数_合計","I2","小売業計","23101","名古屋市千種区","2021000000","2021年","人","8800"
"723-2021","従業者数_合計","I2","小売業計","23102","名古屋市東区","2021000000","2021年","人","6224"
"723-2021","従業者数_合計","I2","小売業計","23103","名古屋市北区","2021000000","2021年","人","7073"
"723-2021","従業者数_合計","I2","小売業計","23104","名古屋市西区","2021000000","2021年","人","8328"
"723-2021","従業者数_合計","I2","小売業計","23105","名古屋市中村区","2021000000","2021年","人","13910"
"723-2021","従業者数_合計","I2","小売業計","23106","名古屋市中区","2021000000","2021年","人","17505"
"723-2021","従業者数_合計","I2","小売業計","23107","名古屋市昭和区","2021000000","2021年","人","6073"
"723-2021","従業者数_合計","I2","小売業計","23108","名古屋市瑞穂区","2021000000","2021年","人","3701"
"723-2021","従業者数_合計","I2","小売業計","23109","名古屋市熱田区","2021000000","2021年","人","5058"
"723-2021","従業者数_合計","I2","小売業計","23110","名古屋市中川区","2021000000","2021年","人","8490"
"723-2021","従業者数_合計","I2","小売業計","23111","名古屋市港区","2021000000","2021年","人","9095"
"723-2021","従業者数_合計","I2","小売業計","23112","名古屋市南区","2021000000","2021年","人","6471"
"723-2021","従業者数_合計","I2","小売業計","23113","名古屋市守山区","2021000000","2021年","人","7198"
"723-2021","従業者数_合計","I2","小売業計","23114","名古屋市緑区","2021000000","2021年","人","12446"
"723-2021","従業者数_合計","I2","小売業計","23115","名古屋市名東区","2021000000","2021年","人","6625"
"723-2021","従業者数_合計","I2","小売業計","23116","名古屋市天白区","2021000000","2021年","人","5897"
"723-2021","従業者数_合計","I2","小売業計","2319A","愛知県市部計","2021000000","2021年","人","222647"
"723-2021","従業者数_合計","I2","小売業計","23201","豊橋市","2021000000","2021年","人","19167"
"723-2021","従業者数_合計","I2","小売業計","23202","岡崎市","2021000000","2021年","人","18606"
"723-2021","従業者数_合計","I2","小売業計","23203","一宮市","2021000000","2021年","人","16834"
"723-2021","従業者数_合計","I2","小売業計","23204","瀬戸市","2021000000","2021年","人","5252"
"723-2021","従業者数_合計","I2","小売業計","23205","半田市","2021000000","2021年","人","6510"
"723-2021","従業者数_合計","I2","小売業計","23206","春日井市","2021000000","2021年","人","13394"
"723-2021","従業者数_合計","I2","小売業計","23207","豊川市","2021000000","2021年","人","9504"
"723-2021","従業者数_合計","I2","小売業計","23208","津島市","2021000000","2021年","人","3332"
"723-2021","従業者数_合計","I2","小売業計","23209","碧南市","2021000000","2021年","人","3122"
"723-2021","従業者数_合計","I2","小売業計","23210","刈谷市","2021000000","2021年","人","7157"
"723-2021","従業者数_合計","I2","小売業計","23211","豊田市","2021000000","2021年","人","19330"
"723-2021","従業者数_合計","I2","小売業計","23212","安城市","2021000000","2021年","人","8933"
"723-2021","従業者数_合計","I2","小売業計","23213","西尾市","2021000000","2021年","人","8472"
"723-2021","従業者数_合計","I2","小売業計","23214","蒲郡市","2021000000","2021年","人","4377"
"723-2021","従業者数_合計","I2","小売業計","23215","犬山市","2021000000","2021年","人","2386"
"723-2021","従業者数_合計","I2","小売業計","23216","常滑市","2021000000","2021年","人","3841"
"723-2021","従業者数_合計","I2","小売業計","23217","江南市","2021000000","2021年","人","4124"
"723-2021","従業者数_合計","I2","小売業計","23219","小牧市","2021000000","2021年","人","8292"
"723-2021","従業者数_合計","I2","小売業計","23220","稲沢市","2021000000","2021年","人","6447"
"723-2021","従業者数_合計","I2","小売業計","23221","新城市","2021000000","2021年","人","2085"
"723-2021","従業者数_合計","I2","小売業計","23222","東海市","2021000000","2021年","人","5191"
"723-2021","従業者数_合計","I2","小売業計","23223","大府市","2021000000","2021年","人","3760"
"723-2021","従業者数_合計","I2","小売業計","23224","知多市","2021000000","2021年","人","2412"
"723-2021","従業者数_合計","I2","小売業計","23225","知立市","2021000000","2021年","人","3122"
"723-2021","従業者数_合計","I2","小売業計","23226","尾張旭市","2021000000","2021年","人","3356"
"723-2021","従業者数_合計","I2","小売業計","23227","高浜市","2021000000","2021年","人","1794"
"723-2021","従業者数_合計","I2","小売業計","23228","岩倉市","2021000000","2021年","人","1883"
"723-2021","従業者数_合計","I2","小売業計","23229","豊明市","2021000000","2021年","人","2529"
"723-2021","従業者数_合計","I2","小売業計","23230","日進市","2021000000","2021年","人","4395"
"723-2021","従業者数_合計","I2","小売業計","23231","田原市","2021000000","2021年","人","2843"
"723-2021","従業者数_合計","I2","小売業計","23232","愛西市","2021000000","2021年","人","1848"
"723-2021","従業者数_合計","I2","小売業計","23233","清須市","2021000000","2021年","人","2538"
"723-2021","従業者数_合計","I2","小売業計","23234","北名古屋市","2021000000","2021年","人","3197"
"723-2021","従業者数_合計","I2","小売業計","23235","弥富市","2021000000","2021年","人","2022"
"723-2021","従業者数_合計","I2","小売業計","23236","みよし市","2021000000","2021年","人","3161"
"723-2021","従業者数_合計","I2","小売業計","23237","あま市","2021000000","2021年","人","2192"
"723-2021","従業者数_合計","I2","小売業計","23238","長久手市","2021000000","2021年","人","5239"
"723-2021","従業者数_合計","I2","小売業計","2329A","愛知県郡部計","2021000000","2021年","人","20547"
"723-2021","従業者数_合計","I2","小売業計","24000","三重県","2021000000","2021年","人","95834"
"723-2021","従業者数_合計","I2","小売業計","2419A","三重県市部計","2021000000","2021年","人","85318"
"723-2021","従業者数_合計","I2","小売業計","24201","津市","2021000000","2021年","人","15268"
"723-2021","従業者数_合計","I2","小売業計","24202","四日市市","2021000000","2021年","人","15928"
"723-2021","従業者数_合計","I2","小売業計","24203","伊勢市","2021000000","2021年","人","7846"
"723-2021","従業者数_合計","I2","小売業計","24204","松阪市","2021000000","2021年","人","8972"
"723-2021","従業者数_合計","I2","小売業計","24205","桑名市","2021000000","2021年","人","8583"
"723-2021","従業者数_合計","I2","小売業計","24207","鈴鹿市","2021000000","2021年","人","10289"
"723-2021","従業者数_合計","I2","小売業計","24208","名張市","2021000000","2021年","人","3929"
"723-2021","従業者数_合計","I2","小売業計","24209","尾鷲市","2021000000","2021年","人","1264"
"723-2021","従業者数_合計","I2","小売業計","24210","亀山市","2021000000","2021年","人","2184"
